Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDO21,11.6,1,0.009818244,13,223.1404,OUT017,1,1,1,5175.9292,14,1
FDW12,8.315,1,0.035572183,0,144.4444,OUT046,2,0,1,2902.888,24,1
FDT15,12.15,1,0.04274788,10,183.695,OUT049,1,0,1,2929.52,22,1
FDV25,5.905,0,0.04572322,3,222.1456,OUT049,1,0,1,5747.1856,22,1
DRH13,8.575,0,0.023934398,14,105.828,OUT045,1,1,1,958.752,19,0
FDG21,17.35,1,0.146527359,12,147.905,OUT049,1,0,1,2247.075,22,1
NCI55,18.6,0,0.012651172,9,123.1414,OUT035,2,1,1,2314.9866,17,2
NCO06,12.792854228644284,0,0.107507291,9,34.8558,OUT027,1,2,3,441.4254,36,2
FDR27,15.1,1,0.096295326,10,133.4942,OUT045,1,1,1,1457.4362,19,1
FDA22,12.792854228644284,0,0.0,15,167.5158,OUT027,1,2,3,4345.0108,36,1
FDS03,7.825,0,0.079613553,10,65.0826,OUT035,2,1,1,1162.4868,17,1
FDZ12,9.17,0,0.103398309,0,143.947,OUT018,1,2,2,2576.646,12,1
FDJ20,20.7,1,0.16767231,6,124.2388,OUT010,1,2,0,247.6776,23,1
FDV09,12.1,0,0.020551458,13,146.6734,OUT013,0,2,1,2227.101,34,1
FDW09,13.65,1,0.025961116,13,80.4302,OUT049,1,0,1,316.9208,22,1
FDS36,8.38,1,0.046960237,0,111.857,OUT049,1,0,1,2966.139,22,1
FDY19,19.75,0,0.041533438,6,119.8466,OUT018,1,2,2,2239.0854,12,1
DRC49,8.67,0,0.065436581,14,142.9128,OUT046,2,0,1,2013.3792,24,0
FDN12,15.6,0,0.08126841,0,110.2544,OUT045,1,1,1,1789.6704,19,1
FDJ03,12.35,1,0.072689818,4,48.7692,OUT018,1,2,2,788.3072,12,1
FDC46,17.7,0,0.116723677,13,182.4266,OUT049,1,0,1,5163.9448,22,1
FDM02,12.5,1,0.074035423,3,87.9198,OUT018,1,2,2,1133.8574,12,1
FDV20,20.2,1,0.059751638,6,129.1678,OUT013,0,2,1,1017.3424,34,1
NCH07,13.15,0,0.092854963,9,158.7604,OUT045,1,1,1,3010.7476,19,2
FDL28,12.792854228644284,1,0.0,5,230.0668,OUT019,2,0,0,691.1004,36,1
FDJ46,12.792854228644284,0,0.044606379,13,174.2054,OUT027,1,2,3,4377.635,36,1
FDQ34,10.85,0,0.162107603,13,106.3622,OUT013,0,2,1,2117.244,34,1
NCD42,12.792854228644284,0,0.0,8,37.3506,OUT027,1,2,3,1024.6662,36,2
FDO34,17.7,0,0.030060895,13,166.4816,OUT018,1,2,2,2013.3792,12,1
FDX60,14.35,0,0.081050006,0,79.196,OUT017,1,1,1,1278.336,14,1
FDZ28,20.0,1,0.051783761,5,125.8678,OUT017,1,1,1,3433.5306,14,1
FDT36,12.3,0,0.0,0,37.2874,OUT013,0,2,1,705.748,34,1
FDL24,10.3,1,0.024998007,0,174.4422,OUT018,1,2,2,3448.844,12,1
FDJ58,15.6,1,0.105208448,13,170.5764,OUT013,0,2,1,4466.1864,34,1
FDY12,9.8,1,0.14118383,0,50.5008,OUT018,1,2,2,253.004,12,1
FDP58,11.1,0,0.135692831,13,220.0482,OUT018,1,2,2,2628.5784,12,1
FDC41,12.792854228644284,0,0.116347087,5,76.867,OUT027,1,2,3,2526.711,36,1
FDY07,11.8,0,0.12150063,6,46.8402,OUT013,0,2,1,413.4618,34,1
FDN08,7.72,1,0.088864488,6,119.3466,OUT017,1,1,1,3064.0116,14,1
FDJ53,12.792854228644284,0,0.070912843,5,121.5098,OUT027,1,2,3,2410.196,36,1
FDX04,19.6,1,0.041571557,5,49.9376,OUT046,2,0,1,623.1888,24,1
FDZ19,6.425,0,0.093454899,6,175.3712,OUT046,2,0,1,2988.1104,24,1
FDB45,20.85,0,0.021329793,6,105.5306,OUT046,2,0,1,940.7754,24,1
NCF54,18.0,0,0.079299474,9,170.5422,OUT010,1,2,0,344.8844,23,2
FDX21,7.05,0,0.085138334,13,108.6912,OUT045,1,1,1,1310.2944,19,1
FDA50,16.25,0,0.087175137,4,98.341,OUT046,2,0,1,1351.574,24,1
DRH39,20.7,0,0.093214498,4,74.667,OUT017,1,1,1,2143.876,14,0
FDA38,5.44,0,0.025458716,4,241.2538,OUT013,0,2,1,3124.5994,34,1
NCP30,20.5,0,0.032741422,9,40.4822,OUT013,0,2,1,589.233,34,2
FDW19,12.35,1,0.038560279,6,109.857,OUT049,1,0,1,1208.427,22,1
FDF41,12.792854228644284,0,0.130544568,5,248.046,OUT027,1,2,3,7883.072,36,1
DRF23,4.61,0,0.122629121,7,175.4396,OUT035,2,1,1,2616.594,17,0
NCP14,8.275,0,0.110913601,9,106.3306,OUT017,1,1,1,1254.3672,14,2
FDK44,12.792854228644284,0,0.121635591,6,175.4738,OUT027,1,2,3,2954.1546,36,1
DRA59,8.27,1,0.128449055,14,186.5924,OUT018,1,2,2,4442.2176,12,0
FDC28,7.905,0,0.055098434,5,109.2254,OUT045,1,1,1,976.7286,19,1
NCO53,16.2,0,0.0,8,182.1608,OUT049,1,0,1,3123.9336,22,2
FDY55,12.792854228644284,0,0.0,6,258.3988,OUT019,2,0,0,256.9988,36,1
NCS54,13.6,0,0.010013429,9,176.437,OUT045,1,1,1,4587.362,19,2
NCM07,9.395,0,0.040187877,11,85.6908,OUT017,1,1,1,1593.9252,14,2
FDQ19,7.35,1,0.024044279,6,241.0512,OUT010,1,2,0,242.3512,23,1
FDS40,15.35,0,0.014007727,5,38.319,OUT013,0,2,1,292.952,34,1
FDC14,14.5,1,0.041214746,3,42.0454,OUT013,0,2,1,629.181,34,1
FDR12,12.6,1,0.031663212,0,173.2764,OUT018,1,2,2,1030.6584,12,1
FDM60,10.8,1,0.0,0,39.3138,OUT013,0,2,1,1015.345,34,1
FDG26,18.85,0,0.042716162,3,257.833,OUT049,1,0,1,3332.329,22,1
NCL55,12.15,0,0.06479182,11,254.004,OUT045,1,1,1,2277.036,19,2
FDO21,11.6,1,0.009761175,13,226.9404,OUT035,2,1,1,1800.3232,17,1
NCG18,15.3,0,0.02295878,9,101.6332,OUT013,0,2,1,1845.5976,34,2
FDA27,20.35,1,0.030927632,4,256.8672,OUT046,2,0,1,3579.3408,24,1
DRG03,14.5,0,0.103752817,4,155.1998,OUT010,1,2,0,307.5996,23,0
FDC22,6.89,1,0.136428395,13,193.982,OUT046,2,0,1,1737.738,24,1
FDC21,14.6,1,0.071904258,6,106.8254,OUT010,1,2,0,108.5254,23,1
FDN50,16.85,1,0.026627857,3,93.712,OUT018,1,2,2,745.696,12,1
DRF27,8.93,0,0.028393624,4,153.434,OUT013,0,2,1,1378.206,34,0
FDW57,8.31,1,0.116331694,13,176.9028,OUT017,1,1,1,3010.7476,14,1
FDM34,19.0,0,0.112893408,13,131.0626,OUT010,1,2,0,524.6504,23,1
FDZ39,12.792854228644284,1,0.017937483,10,103.499,OUT027,1,2,3,1547.985,36,1
FDU28,12.792854228644284,1,0.164438907,5,188.4214,OUT019,2,0,0,376.8428,36,1
FDQ27,5.19,1,0.044252621,10,102.599,OUT046,2,0,1,1651.184,24,1
FDQ52,17.0,0,0.120060274,5,246.5434,OUT017,1,1,1,4470.1812,14,1
FDT51,11.65,1,0.010909704,10,110.8544,OUT013,0,2,1,1677.816,34,1
NCI30,20.25,0,0.059055045,9,247.346,OUT045,1,1,1,1970.768,19,2
NCX29,10.0,0,0.149223055,8,145.8102,OUT010,1,2,0,874.8612,23,2
FDX38,12.792854228644284,1,0.084404264,4,49.5376,OUT019,2,0,0,143.8128,36,1
FDO08,11.1,1,0.054079556,6,165.9526,OUT017,1,1,1,2631.2416,14,1
FDM15,11.8,1,0.057655493,10,152.6366,OUT018,1,2,2,1662.5026,12,1
FDW22,9.695,1,0.030413777,13,221.3114,OUT018,1,2,2,2217.114,12,1
FDT08,13.65,0,0.049496899,6,151.505,OUT017,1,1,1,2846.295,14,1
FDS32,17.75,1,0.029653914,6,140.5838,OUT046,2,0,1,2669.1922,24,1
NCI06,11.3,0,0.047912071,9,179.866,OUT018,1,2,2,1258.362,12,2
FDR21,12.792854228644284,0,0.066611321,13,178.237,OUT027,1,2,3,3705.177,36,1
FDD05,19.35,0,0.016611475,5,122.0098,OUT046,2,0,1,2651.2156,24,1
FDZ02,6.905,1,0.03822479,4,99.8726,OUT045,1,1,1,587.2356,19,1
FDH47,13.5,1,0.129016487,15,98.4068,OUT049,1,0,1,1846.9292,22,1
FDM58,16.85,1,0.080141165,13,111.4544,OUT017,1,1,1,2013.3792,14,1
FDG09,20.6,1,0.0480335,6,188.2556,OUT045,1,1,1,3755.112,19,1
FDO27,6.175,1,0.179355893,10,94.1752,OUT049,1,0,1,575.2512,22,1
FDI41,18.5,1,0.062510529,5,146.8418,OUT018,1,2,2,2059.9852,12,1
FDK34,13.35,0,0.038519399,13,236.8564,OUT035,2,1,1,5005.4844,17,1
NCX54,12.792854228644284,0,0.047827139,9,105.3622,OUT027,1,2,3,3387.5904,36,2
FDL14,8.115,1,0.032208865,3,154.9972,OUT049,1,0,1,3739.1328,22,1
FDA13,15.85,0,0.078874948,3,37.4506,OUT018,1,2,2,303.6048,12,1
FDS11,12.792854228644284,1,0.097275777,1,223.9088,OUT019,2,0,0,223.7088,36,1
FDT43,16.35,0,0.020664178,6,50.8324,OUT017,1,1,1,1298.31,14,1
FDR07,21.35,0,0.078060605,6,96.0094,OUT018,1,2,2,380.8376,12,1
FDF41,12.15,0,0.131714183,5,245.846,OUT018,1,2,2,4434.228,12,1
DRM23,16.6,0,0.135944247,7,172.0422,OUT049,1,0,1,2586.633,22,0
FDO52,11.6,1,0.077478931,5,170.3106,OUT018,1,2,2,4277.765,12,1
FDD10,20.6,1,0.046114018,13,178.2344,OUT045,1,1,1,1070.6064,19,1
FDN38,12.792854228644284,1,0.161030847,3,251.2408,OUT019,2,0,0,1001.3632,36,1
FDE17,20.1,1,0.054455495,5,149.5366,OUT046,2,0,1,2871.5954,24,1
FDZ03,13.65,1,0.0,4,186.024,OUT018,1,2,2,4287.752,12,1
FDD03,13.3,0,0.080257683,4,232.63,OUT017,1,1,1,1864.24,14,1
NCW18,12.792854228644284,0,0.059037538,9,237.7248,OUT027,1,2,3,2607.2728,36,2
DRG36,12.792854228644284,0,0.094916347,14,172.3106,OUT027,1,2,3,4277.765,36,0
FDT43,16.35,0,0.034393057,6,50.8324,OUT010,1,2,0,155.7972,23,1
NCU17,5.32,0,0.093261677,8,100.9674,OUT018,1,2,2,1222.4088,12,2
FDH50,15.0,1,0.16143544,3,185.1266,OUT046,2,0,1,2766.399,24,1
FDU57,8.27,1,0.089479661,13,148.6708,OUT013,0,2,1,2106.5912,34,1
FDA56,12.792854228644284,0,0.008722342,6,123.5414,OUT027,1,2,3,4508.1318,36,1
FDZ15,13.1,0,0.020988798,4,117.7782,OUT017,1,1,1,1191.782,14,1
FDY51,12.5,0,0.081260969,10,221.7798,OUT049,1,0,1,3085.3172,22,1
DRF03,19.1,0,0.045308131,4,42.5138,OUT046,2,0,1,649.8208,24,0
NCV06,11.3,0,0.06705851,9,194.0478,OUT017,1,1,1,3293.7126,14,2
FDA21,13.65,0,0.035930784,13,184.4924,OUT013,0,2,1,9069.5276,34,1
NCQ53,12.792854228644284,0,0.018813776,8,235.259,OUT027,1,2,3,5672.616,36,2
NCO29,12.792854228644284,0,0.032099989,8,164.1526,OUT027,1,2,3,2960.1468,36,2
FDT26,18.85,1,0.06823032,4,121.044,OUT018,1,2,2,1557.972,12,1
FDI21,5.59,1,0.056592115,13,65.0168,OUT035,2,1,1,447.4176,17,1
NCI55,18.6,0,0.012643035,9,119.8414,OUT013,0,2,1,365.5242,34,2
FDZ04,9.31,0,0.063529046,5,63.751,OUT010,1,2,0,126.502,23,1
FDL27,6.17,0,0.010630949,10,65.9826,OUT046,2,0,1,1162.4868,24,1
FDS45,5.175,1,0.029490377,13,107.6622,OUT035,2,1,1,2858.2794,17,1
NCG43,12.792854228644284,0,0.129983688,9,93.0462,OUT019,2,0,0,185.0924,36,2
FDU28,19.2,1,0.094300933,5,187.5214,OUT018,1,2,2,1695.7926,12,1
FDO20,12.85,1,0.152001201,6,252.3382,OUT013,0,2,1,6056.1168,34,1
NCG55,16.25,0,0.039113587,9,116.0176,OUT013,0,2,1,1488.7288,34,2
NCM42,6.13,0,0.02848169,9,110.4912,OUT017,1,1,1,1310.2944,14,2
NCG07,12.3,0,0.05271592,9,189.653,OUT018,1,2,2,569.259,12,2
NCQ29,12.792854228644284,0,0.182493512,8,258.8278,OUT019,2,0,0,1041.3112,36,2
NCV05,10.1,0,0.050562853,8,153.3656,OUT010,1,2,0,463.3968,23,2
NCO02,11.15,0,0.07366703,11,66.2142,OUT018,1,2,2,131.8284,12,2
FDH19,19.35,0,0.03322326,10,172.0738,OUT018,1,2,2,3301.7022,12,1
DRG13,17.25,0,0.037396492,14,165.6526,OUT017,1,1,1,1808.9786,14,0
FDI57,19.85,0,0.054015429,12,196.3768,OUT035,2,1,1,4138.6128,17,1
FDX51,9.5,1,0.02210346,10,194.7452,OUT045,1,1,1,1370.2164,19,1
FDW33,9.395,0,0.099274694,13,104.528,OUT049,1,0,1,852.224,22,1
DRE12,4.59,0,0.070721656,14,113.286,OUT013,0,2,1,1471.418,34,0
FDY31,5.98,0,0.043554614,6,148.2418,OUT035,2,1,1,2354.2688,17,1
FDR31,6.46,1,0.04923932,6,144.4102,OUT049,1,0,1,4374.306,22,1
FDS55,7.02,0,0.08114883,6,146.8734,OUT035,2,1,1,3563.3616,17,1
DRL60,8.52,0,0.027054244,14,151.5682,OUT035,2,1,1,3506.7686,17,0
FDW55,12.6,1,0.036773101,6,250.3092,OUT010,1,2,0,249.0092,23,1
FDT11,5.94,1,0.049163321,1,186.4556,OUT010,1,2,0,563.2668,23,1
FDO50,16.25,0,0.078168739,3,91.3804,OUT046,2,0,1,1653.8472,24,1
FDD28,10.695,0,0.05337973,5,56.7904,OUT049,1,0,1,1113.2176,22,1
FDN28,5.88,1,0.030418998,5,103.099,OUT017,1,1,1,1341.587,14,1
FDS35,9.3,0,0.111673587,1,65.7826,OUT018,1,2,2,968.739,12,1
FDB38,19.5,1,0.027341529,3,158.292,OUT035,2,1,1,3994.8,17,1
FDT07,5.82,1,0.077634044,6,256.433,OUT018,1,2,2,3844.995,12,1
FDC53,8.68,0,0.008835694,5,96.5384,OUT046,2,0,1,1182.4608,24,1
NCT41,15.7,0,0.055990291,8,153.2024,OUT046,2,0,1,3795.06,24,2
FDR40,12.792854228644284,1,0.00799548,5,78.5618,OUT027,1,2,3,2255.7304,36,1
FDH32,12.8,0,0.076369874,6,97.241,OUT018,1,2,2,1448.115,12,1
FDN60,15.1,0,0.095351065,0,158.6604,OUT045,1,1,1,2535.3664,19,1
FDR33,7.31,0,0.026783871,13,108.157,OUT035,2,1,1,1098.57,17,1
FDB59,12.792854228644284,0,0.01520491,13,197.2084,OUT027,1,2,3,4166.5764,36,1
FDS07,12.35,0,0.099757833,6,113.9518,OUT046,2,0,1,910.8144,24,1
FDD02,16.6,0,0.0,3,117.3124,OUT013,0,2,1,2014.7108,34,1
FDH05,14.35,1,0.090896452,5,231.2984,OUT035,2,1,1,6024.1584,17,1
FDR04,7.075,0,0.022602061,5,98.1068,OUT049,1,0,1,1458.102,22,1
DRJ47,18.25,0,0.044250304,7,174.708,OUT046,2,0,1,2423.512,24,0
FDW50,13.1,0,0.075885921,4,165.1158,OUT018,1,2,2,1504.0422,12,1
NCJ17,7.68,0,0.153177941,8,85.2224,OUT018,1,2,2,1278.336,12,2
FDH60,19.7,1,0.0,0,197.911,OUT045,1,1,1,1767.699,19,1
DRL60,8.52,0,0.027114238,14,151.9682,OUT045,1,1,1,1677.1502,19,0
FDS32,17.75,1,0.049634572,6,140.2838,OUT010,1,2,0,280.9676,23,1
FDM58,12.792854228644284,1,0.0,13,112.2544,OUT027,1,2,3,3914.904,36,1
FDK10,5.785,1,0.040587146,13,180.366,OUT017,1,1,1,1258.362,14,1
NCS30,5.945,0,0.093008616,9,127.8652,OUT035,2,1,1,2195.8084,17,2
FDY15,18.25,1,0.17179432,4,154.663,OUT017,1,1,1,2659.871,14,1
FDC53,8.68,0,0.008828341,5,99.9384,OUT013,0,2,1,689.7688,34,1
FDK45,11.65,0,0.033858187,12,113.386,OUT046,2,0,1,2603.278,24,1
FDH26,19.25,1,0.034841089,3,141.1496,OUT018,1,2,2,282.2992,12,1
NCW06,16.2,0,0.08425957,9,192.3162,OUT010,1,2,0,769.6648,23,2
FDV37,13.0,1,0.083444376,3,195.8426,OUT013,0,2,1,4152.5946,34,1
FDB52,17.75,0,0.030497325,4,256.9672,OUT045,1,1,1,1534.0032,19,1
FDF41,12.15,0,0.131179812,5,245.246,OUT046,2,0,1,3202.498,24,1
FDA39,6.32,0,0.012737719,10,38.5822,OUT049,1,0,1,353.5398,22,1
FDE56,17.25,1,0.159165324,6,63.4194,OUT035,2,1,1,1547.985,17,1
FDC56,7.72,0,0.122015744,6,121.744,OUT018,1,2,2,2277.036,12,1
FDT26,18.85,1,0.068091318,4,120.644,OUT045,1,1,1,3475.476,19,1
FDR21,19.7,0,0.067314073,13,175.137,OUT017,1,1,1,2822.992,14,1
FDC14,14.5,1,0.041249072,3,40.5454,OUT046,2,0,1,1216.4166,24,1
FDI32,17.7,0,0.174340475,6,116.6834,OUT035,2,1,1,3570.6854,17,1
FDI02,15.7,1,0.11454343,3,113.7202,OUT035,2,1,1,3263.0858,17,1
FDE22,9.695,0,0.029693277,13,159.792,OUT018,1,2,2,2716.464,12,1
FDW26,11.8,1,0.107057186,4,224.1772,OUT046,2,0,1,3558.0352,24,1
FDA36,12.792854228644284,0,0.009921107,0,183.6924,OUT019,2,0,0,555.2772,36,1
NCS06,12.792854228644284,0,0.031583053,9,260.991,OUT027,1,2,3,7100.757,36,2
NCX05,15.2,0,0.097043739,8,116.8492,OUT035,2,1,1,2664.5316,17,2
FDU19,8.77,1,0.046762633,6,170.8422,OUT035,2,1,1,1724.422,17,1
FDA49,19.7,0,0.064909488,3,88.5198,OUT035,2,1,1,1308.297,17,1
NCZ42,10.5,0,0.011305479,9,235.5248,OUT049,1,0,1,4740.496,22,2
FDX32,15.1,1,0.0,6,146.2786,OUT010,1,2,0,433.4358,23,1
FDR01,5.405,1,0.053576661,3,200.5742,OUT013,0,2,1,2388.8904,34,1
FDQ15,20.35,1,0.150947728,10,81.0276,OUT013,0,2,1,1868.2348,34,1
FDQ14,12.792854228644284,0,0.10818157,4,149.605,OUT019,2,0,0,449.415,36,1
FDS56,5.785,1,0.038749536,6,262.0252,OUT035,2,1,1,4459.5284,17,1
DRJ24,11.8,0,0.113790879,14,185.3924,OUT018,1,2,2,370.1848,12,0
FDG52,12.792854228644284,0,0.065313024,5,47.1402,OUT027,1,2,3,1516.0266,36,1
FDF59,12.5,0,0.0,15,127.102,OUT017,1,1,1,253.004,14,1
DRM49,6.11,1,0.152813518,14,45.6086,OUT017,1,1,1,1025.9978,14,0
NCP02,7.105,0,0.044771473,9,58.2562,OUT013,0,2,1,592.562,34,2
FDW13,8.5,0,0.098083231,3,50.3324,OUT045,1,1,1,675.1212,19,1
FDV12,16.7,1,0.06121901,0,100.0384,OUT017,1,1,1,1970.768,14,1
FDH14,17.1,1,0.047073322,3,138.6838,OUT017,1,1,1,2950.1598,14,1
FDQ20,8.325,0,0.029953314,6,39.5138,OUT017,1,1,1,568.5932,14,1
FDT45,15.85,0,0.0,13,55.1956,OUT013,0,2,1,1255.6988,34,1
NCM26,12.792854228644284,0,0.040520754,11,153.934,OUT019,2,0,0,153.134,36,2
FDJ22,12.792854228644284,0,0.052554508,13,190.3504,OUT027,1,2,3,1917.504,36,1
FDD29,12.15,0,0.018514652,5,252.7698,OUT017,1,1,1,5834.4054,14,1
FDA13,15.85,0,0.07871426,3,37.2506,OUT045,1,1,1,493.3578,19,1
FDV47,17.1,0,0.054197299,1,83.5566,OUT035,2,1,1,1860.2452,17,1
FDS57,15.5,0,0.103442268,13,144.847,OUT046,2,0,1,2433.499,24,1
DRG36,14.15,0,0.095360186,14,172.3106,OUT035,2,1,1,3251.1014,17,0
FDK38,12.792854228644284,0,0.053031857,3,149.1734,OUT027,1,2,3,4454.202,36,1
DRJ49,6.865,0,0.013990601,14,127.6652,OUT035,2,1,1,2841.6344,17,0
FDR37,16.5,1,0.066237024,2,183.1292,OUT035,2,1,1,6385.022,17,1
NCS53,14.5,0,0.089761211,8,159.4604,OUT035,2,1,1,2376.906,17,2
FDR22,19.35,1,0.01863822,13,110.2544,OUT018,1,2,2,1677.816,12,1
NCP42,8.51,0,0.016176344,9,192.1478,OUT018,1,2,2,1937.478,12,2
FDK38,6.65,0,0.089196394,3,147.0734,OUT010,1,2,0,296.9468,23,1
NCC43,7.39,0,0.092782895,9,252.6066,OUT046,2,0,1,2259.0594,24,2
FDH57,10.895,0,0.0358031,6,130.3284,OUT049,1,0,1,2504.7396,22,1
FDQ25,8.63,1,0.028271345,3,170.5422,OUT035,2,1,1,2069.3064,17,1
FDA11,7.75,0,0.043238822,0,92.5436,OUT046,2,0,1,1701.7848,24,1
FDG31,12.15,0,0.037955309,10,62.8826,OUT049,1,0,1,710.4086,22,1
FDW28,18.25,0,0.089186083,5,194.3452,OUT018,1,2,2,4502.1396,12,1
FDV14,19.85,0,0.044566659,4,88.5856,OUT049,1,0,1,703.0848,22,1
FDB60,9.3,0,0.028638276,0,195.8136,OUT018,1,2,2,2138.5496,12,1
FDU43,12.792854228644284,1,0.057762301,6,237.3564,OUT027,1,2,3,2145.2076,36,1
DRH11,5.98,0,0.075711199,7,55.6614,OUT045,1,1,1,331.5684,19,0
FDC48,12.792854228644284,0,0.027767577,0,82.1592,OUT019,2,0,0,412.796,36,1
DRK39,7.02,0,0.049865399,4,82.925,OUT046,2,0,1,1165.15,24,0
FDB20,7.72,0,0.052061483,6,76.7986,OUT049,1,0,1,1324.2762,22,1
FDE51,5.925,1,0.096387053,4,45.6086,OUT013,0,2,1,356.8688,34,1
FDX36,9.695,1,0.128176489,0,224.8404,OUT013,0,2,1,3600.6464,34,1
NCT29,12.6,0,0.064110725,8,122.3414,OUT046,2,0,1,243.6828,24,2
FDU45,15.6,1,0.035561344,13,112.1518,OUT049,1,0,1,1821.6288,22,1
FDF56,16.7,1,0.119647957,6,180.9976,OUT049,1,0,1,4165.2448,22,1
FDW07,18.0,1,0.238831875,6,88.2514,OUT010,1,2,0,88.5514,23,1
FDR52,12.792854228644284,1,0.075676339,5,190.4846,OUT027,1,2,3,8789.8916,36,1
FDB45,20.85,0,0.021416681,6,104.6306,OUT018,1,2,2,1149.8366,12,1
NCT42,12.792854228644284,0,0.024766802,9,151.0392,OUT027,1,2,3,3281.0624,36,2
FDP52,18.7,1,0.070691729,5,230.201,OUT046,2,0,1,5742.525,24,1
FDI50,12.792854228644284,1,0.030693309,3,228.0352,OUT027,1,2,3,10306.584,36,1
FDU48,18.85,0,0.055671582,0,133.3284,OUT017,1,1,1,263.6568,14,1
FDS43,11.65,0,0.040507228,6,186.924,OUT035,2,1,1,2237.088,17,1
NCM41,16.5,0,0.035626319,8,93.112,OUT013,0,2,1,932.12,34,2
FDP37,15.6,0,0.143688905,2,128.1994,OUT018,1,2,2,2184.4898,12,1
FDJ44,12.3,1,0.106542886,6,173.2396,OUT045,1,1,1,3139.9128,19,1
FDY38,12.792854228644284,1,0.208662546,4,231.83,OUT019,2,0,0,466.06,36,1
FDC20,10.65,0,0.024107056,6,56.6272,OUT017,1,1,1,447.4176,14,1
FDF02,16.2,0,0.104058452,3,102.499,OUT017,1,1,1,2063.98,14,1
FDX38,10.5,1,0.048403392,4,48.2376,OUT018,1,2,2,527.3136,12,1
FDN50,12.792854228644284,1,0.026391403,3,92.812,OUT027,1,2,3,2609.936,36,1
FDA07,7.55,1,0.031007381,6,123.4072,OUT045,1,1,1,2082.6224,19,1
FDT49,12.792854228644284,0,0.150672399,3,104.728,OUT027,1,2,3,2450.144,36,1
FDA09,13.35,1,0.149598628,13,179.466,OUT049,1,0,1,3775.086,22,1
FDV43,16.0,0,0.077290355,6,44.5086,OUT017,1,1,1,713.7376,14,1
FDK58,12.792854228644284,1,0.078758649,13,103.0016,OUT019,2,0,0,202.4032,36,1
FDL22,16.85,0,0.036359891,13,90.7488,OUT013,0,2,1,2263.72,34,1
FDP56,8.185,0,0.046747071,6,49.9692,OUT017,1,1,1,837.5764,14,1
DRL47,19.7,0,0.0,7,125.9362,OUT049,1,0,1,1635.8706,22,0
NCT17,10.8,0,0.041865848,8,189.7214,OUT046,2,0,1,5841.0634,24,2
FDR12,12.6,1,0.031713126,0,172.5764,OUT017,1,1,1,1030.6584,14,1
FDD39,16.7,0,0.07044068,4,216.885,OUT018,1,2,2,6275.165,12,1
FDG04,13.1,0,0.006087409,5,185.0898,OUT018,1,2,2,1870.898,12,1
FDV19,14.85,1,0.035456465,6,162.2578,OUT017,1,1,1,3690.5294,14,1
FDS55,12.792854228644284,0,0.142107998,6,150.3734,OUT019,2,0,0,296.9468,36,1
FDM50,13.0,1,0.030064132,3,58.022,OUT013,0,2,1,898.83,34,1
DRF13,12.1,0,0.029781363,14,146.9444,OUT046,2,0,1,1596.5884,24,0
FDJ48,11.3,0,0.056387854,0,245.4118,OUT013,0,2,1,6669.3186,34,1
FDM20,10.0,0,0.038653608,6,245.4144,OUT013,0,2,1,7105.4176,34,1
FDP24,20.6,0,0.083172413,0,121.0756,OUT045,1,1,1,1696.4584,19,1
FDC16,11.5,1,0.020565921,4,86.054,OUT035,2,1,1,1384.864,17,1
NCB42,11.8,0,0.008609602,8,114.8492,OUT017,1,1,1,1390.1904,14,2
FDN01,8.895,0,0.121180705,2,177.037,OUT010,1,2,0,176.437,23,1
FDT34,9.3,0,0.174703862,13,104.0964,OUT045,1,1,1,1788.3388,19,1
FDA52,12.792854228644284,1,0.127800388,5,177.037,OUT027,1,2,3,4587.362,36,1
NCC18,19.1,0,0.296713665,9,171.8422,OUT010,1,2,0,1034.6532,23,2
NCR41,17.85,0,0.018125948,8,94.9094,OUT017,1,1,1,761.6752,14,2
FDX23,6.445,0,0.029859711,0,94.1436,OUT017,1,1,1,1418.154,14,1
FDP39,12.65,0,0.116203156,10,53.5324,OUT010,1,2,0,415.4592,23,1
NCH07,13.15,0,0.09264951,9,157.8604,OUT035,2,1,1,3803.0496,17,2
FDW47,12.792854228644284,0,0.081197035,1,121.7414,OUT019,2,0,0,365.5242,36,1
DRD13,15.0,0,0.049070183,14,61.9168,OUT035,2,1,1,767.0016,17,0
FDR48,11.65,0,0.131394793,0,151.9024,OUT013,0,2,1,1669.8264,34,1
FDE17,20.1,1,0.0,5,152.2366,OUT010,1,2,0,151.1366,23,1
FDP60,17.35,0,0.0,0,102.9016,OUT046,2,0,1,1922.8304,24,1
FDD57,18.1,0,0.022526293,6,95.0094,OUT017,1,1,1,1713.7692,14,1
FDW13,8.5,0,0.163838951,3,51.3324,OUT010,1,2,0,311.5944,23,1
FDN24,14.1,0,0.11349714,0,56.1956,OUT045,1,1,1,1364.89,19,1
FDJ34,11.8,1,0.094185483,13,126.2704,OUT017,1,1,1,2002.7264,14,1
FDD46,6.035,0,0.14113846,13,155.0998,OUT013,0,2,1,3691.1952,34,1
FDF46,12.792854228644284,0,0.164006137,13,113.2834,OUT019,2,0,0,575.917,36,1
NCE43,12.5,0,0.17314115,9,168.4448,OUT010,1,2,0,170.4448,23,2
FDN27,20.85,0,0.039555016,10,116.8808,OUT035,2,1,1,820.2656,17,1
